notification_date,postcode,likely_source_of_infection,lhd_2010_code,lhd_2010_name,lga_code19,lga_name19
2020-03-17,2021,Overseas,X720,South Eastern Sydney,18500,Woollahra (A)
2020-03-17,2540,Locally acquired - source not identified,X730,Illawarra Shoalhaven,16950,Shoalhaven (C)
2020-03-17,2749,Overseas,X750,Nepean Blue Mountains,16350,Penrith (C)
2020-03-17,2518,Overseas,X730,Illawarra Shoalhaven,18450,Wollongong (C)
2020-03-17,2303,Locally acquired - contact of a confirmed case and/or in a known cluster,X800,Hunter New England,15900,Newcastle (C)
2020-03-17,2023,Locally acquired - contact of a confirmed case and/or in a known cluster,X720,South Eastern Sydney,18500,Woollahra (A)
2020-03-17,2023,Overseas,X720,South Eastern Sydney,18500,Woollahra (A)
2020-03-17,2800,Locally acquired - contact of a confirmed case and/or in a known cluster,X850,Western NSW,16150,Orange (C)
2020-03-17,2229,Locally acquired - contact of a confirmed case and/or in a known cluster,X720,South Eastern Sydney,17150,Sutherland Shire (A)
2020-03-17,2031,Locally acquired - contact of a confirmed case and/or in a known cluster,X720,South Eastern Sydney,16550,Randwick (C)
2020-03-17,2234,Locally acquired - contact of a confirmed case and/or in a known cluster,X720,South Eastern Sydney,17150,Sutherland Shire (A)
2020-03-17,2101,Overseas,X760,Northern Sydney,15990,Northern Beaches (A)
2020-03-17,2022,Locally acquired - contact of a confirmed case and/or in a known cluster,X720,South Eastern Sydney,18050,Waverley (A)
2020-03-17,2119,Locally acquired - source not identified,X760,Northern Sydney,14000,Hornsby (A)
2020-03-17,2090,Locally acquired - contact of a confirmed case and/or in a known cluster,X760,Northern Sydney,15950,North Sydney (A)
2020-03-17,2297,Locally acquired - contact of a confirmed case and/or in a known cluster,X800,Hunter New England,15900,Newcastle (C)
2020-03-17,2297,Locally acquired - contact of a confirmed case and/or in a known cluster,X800,Hunter New England,15900,Newcastle (C)
2020-03-17,2517,Overseas,X730,Illawarra Shoalhaven,18450,Wollongong (C)
2020-03-17,2518,Overseas,X730,Illawarra Shoalhaven,18450,Wollongong (C)
2020-03-17,2100,Overseas,X760,Northern Sydney,15990,Northern Beaches (A)
2020-03-18,2030,Overseas,X720,South Eastern Sydney,18050,Waverley (A)
2020-03-18,2131,Overseas,X700,Sydney,14170,Inner West (A)
2020-03-18,2023,Overseas,X720,South Eastern Sydney,18500,Woollahra (A)
2020-03-18,2048,Overseas,X700,Sydney,14170,Inner West (A)
2020-03-18,2021,Locally acquired - contact of a confirmed case and/or in a known cluster,X720,South Eastern Sydney,18500,Woollahra (A)
2020-03-18,2024,Overseas,X720,South Eastern Sydney,18050,Waverley (A)
2020-03-18,2026,Locally acquired - contact of a confirmed case and/or in a known cluster,X720,South Eastern Sydney,18050,Waverley (A)
2020-03-18,2030,Overseas,X720,South Eastern Sydney,18050,Waverley (A)
2020-03-18,2030,Overseas,X720,South Eastern Sydney,18050,Waverley (A)
2020-03-18,2768,Overseas,X740,Western Sydney,10750,Blacktown (C)
2020-03-18,2011,Locally acquired - contact of a confirmed case and/or in a known cluster,X720,South Eastern Sydney,17200,Sydney (C)
2020-03-18,2199,Overseas,X710,South Western Sydney,11570,Canterbury-Bankstown (A)
2020-03-18,2756,Locally acquired - contact of a confirmed case and/or in a known cluster,X750,Nepean Blue Mountains,13800,Hawkesbury (C)
2020-03-18,2320,Overseas,X800,Hunter New England,15050,Maitland (C)
2020-03-18,2577,Locally acquired - contact of a confirmed case and/or in a known cluster,X710,South Western Sydney,18350,Wingecarribee (A)
2020-03-18,2230,Locally acquired - contact of a confirmed case and/or in a known cluster,X720,South Eastern Sydney,17150,Sutherland Shire (A)
2020-03-18,2010,Locally acquired - contact of a confirmed case and/or in a known cluster,X720,South Eastern Sydney,17200,Sydney (C)
2020-03-18,2226,Overseas,X720,South Eastern Sydney,17150,Sutherland Shire (A)
2020-03-18,2567,Overseas,X710,South Western Sydney,11450,Camden (A)
2020-03-18,2074,Overseas,X760,Northern Sydney,14500,Ku-ring-gai (A)
2020-03-18,2567,Locally acquired - contact of a confirmed case and/or in a known cluster,X710,South Western Sydney,11450,Camden (A)
2020-03-18,2029,Locally acquired - contact of a confirmed case and/or in a known cluster,X720,South Eastern Sydney,18500,Woollahra (A)
2020-03-18,2567,Locally acquired - contact of a confirmed case and/or in a known cluster,X710,South Western Sydney,11450,Camden (A)
2020-03-18,2287,Overseas,X800,Hunter New England,15900,Newcastle (C)
2020-03-18,2000,Overseas,X720,South Eastern Sydney,17200,Sydney (C)
2020-03-18,2325,Locally acquired - contact of a confirmed case and/or in a known cluster,X800,Hunter New England,11720,Cessnock (C)
2020-03-18,2229,Overseas,X720,South Eastern Sydney,17150,Sutherland Shire (A)
2020-03-18,2528,Overseas,X730,Illawarra Shoalhaven,16900,Shellharbour (C)
2020-03-18,2095,Overseas,X760,Northern Sydney,15990,Northern Beaches (A)
2020-03-18,2120,Locally acquired - contact of a confirmed case and/or in a known cluster,X760,Northern Sydney,14000,Hornsby (A)
2020-03-18,2251,Overseas,X770,Central Coast,11650,Central Coast (C) (NSW)
2020-03-18,2484,Locally acquired - source not identified,X810,Northern NSW,17550,Tweed (A)
2020-03-18,2010,Locally acquired - contact of a confirmed case and/or in a known cluster,X720,South Eastern Sydney,17200,Sydney (C)
2020-03-18,2487,Interstate,X810,Northern NSW,17550,Tweed (A)
2020-03-18,2093,Locally acquired - contact of a confirmed case and/or in a known cluster,X760,Northern Sydney,15990,Northern Beaches (A)
2020-03-18,2278,Overseas,X800,Hunter New England,14650,Lake Macquarie (C)
2020-03-18,2779,Overseas,X750,Nepean Blue Mountains,10900,Blue Mountains (C)
2020-03-18,2026,Overseas,X720,South Eastern Sydney,18050,Waverley (A)
2020-03-18,2250,Overseas,X770,Central Coast,11650,Central Coast (C) (NSW)
2020-03-18,2250,Overseas,X770,Central Coast,11650,Central Coast (C) (NSW)
2020-03-18,2085,Locally acquired - contact of a confirmed case and/or in a known cluster,X760,Northern Sydney,15990,Northern Beaches (A)
2020-03-18,2088,Overseas,X760,Northern Sydney,15350,Mosman (A)
2020-03-18,2145,Locally acquired - contact of a confirmed case and/or in a known cluster,X740,Western Sydney,12380,Cumberland (A)
2020-03-18,2030,Overseas,X720,South Eastern Sydney,18050,Waverley (A)
2020-03-18,2171,Locally acquired - contact of a confirmed case and/or in a known cluster,X710,South Western Sydney,14900,Liverpool (C)
2020-03-18,2141,Locally acquired - contact of a confirmed case and/or in a known cluster,X740,Western Sydney,12380,Cumberland (A)
2020-03-18,2230,Overseas,X720,South Eastern Sydney,17150,Sutherland Shire (A)
2020-03-18,2145,Locally acquired - contact of a confirmed case and/or in a known cluster,X740,Western Sydney,12380,Cumberland (A)
2020-03-18,2535,Locally acquired - contact of a confirmed case and/or in a known cluster,X730,Illawarra Shoalhaven,16950,Shoalhaven (C)
2020-03-18,2114,Overseas,X760,Northern Sydney,16700,Ryde (C)
2020-03-18,2278,Overseas,X800,Hunter New England,14650,Lake Macquarie (C)
2020-03-18,2155,Overseas,X740,Western Sydney,17420,The Hills Shire (A)
2020-03-18,2153,Overseas,X740,Western Sydney,17420,The Hills Shire (A)
2020-03-18,2114,Overseas,X760,Northern Sydney,16700,Ryde (C)
2020-03-18,2287,Overseas,X800,Hunter New England,15900,Newcastle (C)
2020-03-18,2011,Locally acquired - contact of a confirmed case and/or in a known cluster,X720,South Eastern Sydney,17200,Sydney (C)
2020-03-18,2199,Overseas,X710,South Western Sydney,11570,Canterbury-Bankstown (A)
2020-03-18,2122,Locally acquired - contact of a confirmed case and/or in a known cluster,X760,Northern Sydney,16700,Ryde (C)
2020-03-18,2090,Locally acquired - contact of a confirmed case and/or in a known cluster,X760,Northern Sydney,15950,North Sydney (A)
2020-03-18,2066,Overseas,X760,Northern Sydney,14700,Lane Cove (A)
2020-03-18,2032,Overseas,X720,South Eastern Sydney,16550,Randwick (C)
2020-03-18,2519,Overseas,X730,Illawarra Shoalhaven,18450,Wollongong (C)
2020-03-18,2519,Overseas,X730,Illawarra Shoalhaven,18450,Wollongong (C)
2020-03-18,2230,Overseas,X720,South Eastern Sydney,17150,Sutherland Shire (A)
2020-03-19,2026,Overseas,X720,South Eastern Sydney,18050,Waverley (A)
2020-03-19,2428,Overseas,X800,Hunter New England,15240,Mid-Coast (A)
2020-03-19,2072,Overseas,X760,Northern Sydney,14500,Ku-ring-gai (A)
2020-03-19,2065,Overseas,X760,Northern Sydney,14700,Lane Cove (A)
2020-03-19,2170,Locally acquired - contact of a confirmed case and/or in a known cluster,X710,South Western Sydney,14900,Liverpool (C)
2020-03-19,2029,Overseas,X720,South Eastern Sydney,18500,Woollahra (A)
2020-03-19,2533,Overseas,X730,Illawarra Shoalhaven,14400,Kiama (A)
2020-03-19,2011,Overseas,X720,South Eastern Sydney,17200,Sydney (C)
2020-03-19,2018,Overseas,X700,Sydney,17200,Sydney (C)
2020-03-19,2320,Locally acquired - contact of a confirmed case and/or in a known cluster,X800,Hunter New England,15050,Maitland (C)
2020-03-19,2421,Locally acquired - contact of a confirmed case and/or in a known cluster,X800,Hunter New England,12700,Dungog (A)
2020-03-19,2027,Overseas,X720,South Eastern Sydney,18500,Woollahra (A)
2020-03-19,2203,Overseas,X700,Sydney,14170,Inner West (A)
2020-03-19,2421,Locally acquired - contact of a confirmed case and/or in a known cluster,X800,Hunter New England,12700,Dungog (A)
2020-03-19,2264,Locally acquired - contact of a confirmed case and/or in a known cluster,X800,Hunter New England,14650,Lake Macquarie (C)
2020-03-19,2162,Overseas,X710,South Western Sydney,11570,Canterbury-Bankstown (A)
2020-03-19,2200,Overseas,X710,South Western Sydney,11570,Canterbury-Bankstown (A)
2020-03-19,2093,Overseas,X760,Northern Sydney,15990,Northern Beaches (A)
2020-03-19,2232,Locally acquired - contact of a confirmed case and/or in a known cluster,X720,South Eastern Sydney,17150,Sutherland Shire (A)
2020-03-19,2095,Overseas,X760,Northern Sydney,15990,Northern Beaches (A)
2020-03-19,2065,Overseas,X760,Northern Sydney,14700,Lane Cove (A)
2020-03-19,2100,Overseas,X760,Northern Sydney,15990,Northern Beaches (A)
2020-03-19,2065,Locally acquired - contact of a confirmed case and/or in a known cluster,X760,Northern Sydney,14700,Lane Cove (A)
2020-03-19,2141,Overseas,X740,Western Sydney,12380,Cumberland (A)
2020-03-19,2088,Overseas,X760,Northern Sydney,15350,Mosman (A)
2020-03-19,2036,Locally acquired - source not identified,X720,South Eastern Sydney,16550,Randwick (C)
2020-03-19,2000,Overseas,X720,South Eastern Sydney,17200,Sydney (C)
2020-03-19,2525,Overseas,X730,Illawarra Shoalhaven,18450,Wollongong (C)
2020-03-19,2084,Overseas,X760,Northern Sydney,15990,Northern Beaches (A)
2020-03-19,2095,Overseas,X760,Northern Sydney,15990,Northern Beaches (A)
2020-03-19,2305,Overseas,X800,Hunter New England,15900,Newcastle (C)
2020-03-19,2226,Overseas,X720,South Eastern Sydney,17150,Sutherland Shire (A)
2020-03-19,2024,Overseas,X720,South Eastern Sydney,18050,Waverley (A)
2020-03-19,2022,Overseas,X720,South Eastern Sydney,18050,Waverley (A)
2020-03-19,2024,Overseas,X720,South Eastern Sydney,18050,Waverley (A)
2020-03-19,2155,Overseas,X740,Western Sydney,17420,The Hills Shire (A)
2020-03-19,2233,Locally acquired - source not identified,X720,South Eastern Sydney,17150,Sutherland Shire (A)
2020-03-19,2145,Overseas,X740,Western Sydney,12380,Cumberland (A)
2020-03-19,2145,Locally acquired - source not identified,X740,Western Sydney,12380,Cumberland (A)
2020-03-19,2023,Overseas,X720,South Eastern Sydney,18500,Woollahra (A)
2020-03-19,2033,Overseas,X720,South Eastern Sydney,16550,Randwick (C)
2020-03-19,2026,Overseas,X720,South Eastern Sydney,18050,Waverley (A)
2020-03-19,2010,Locally acquired - contact of a confirmed case and/or in a known cluster,X720,South Eastern Sydney,17200,Sydney (C)
2020-03-19,2194,Overseas,X700,Sydney,11570,Canterbury-Bankstown (A)
2020-03-19,2460,Overseas,X810,Northern NSW,11730,Clarence Valley (A)
2020-03-19,2233,Locally acquired - source not identified,X720,South Eastern Sydney,17150,Sutherland Shire (A)
2020-03-19,2086,Overseas,X760,Northern Sydney,15990,Northern Beaches (A)
2020-03-19,2097,Overseas,X760,Northern Sydney,15990,Northern Beaches (A)
2020-03-19,2210,Overseas,X720,South Eastern Sydney,12930,Georges River (A)
2020-03-19,2193,Locally acquired - contact of a confirmed case and/or in a known cluster,X700,Sydney,11570,Canterbury-Bankstown (A)
2020-03-19,2421,Overseas,X800,Hunter New England,12700,Dungog (A)
2020-03-19,2037,Overseas,X700,Sydney,17200,Sydney (C)
2020-03-19,2759,Overseas,X750,Nepean Blue Mountains,16350,Penrith (C)
2020-03-19,2150,Overseas,X740,Western Sydney,16260,Parramatta (C)
2020-03-19,2026,Overseas,X720,South Eastern Sydney,18050,Waverley (A)
2020-03-19,2070,Overseas,X760,Northern Sydney,14500,Ku-ring-gai (A)
2020-03-19,2075,Overseas,X760,Northern Sydney,14500,Ku-ring-gai (A)
2020-03-19,2089,Overseas,X760,Northern Sydney,15950,North Sydney (A)
2020-03-19,2074,Overseas,X760,Northern Sydney,14500,Ku-ring-gai (A)
2020-03-19,2085,Locally acquired - source not identified,X760,Northern Sydney,15990,Northern Beaches (A)
2020-03-19,2021,Locally acquired - contact of a confirmed case and/or in a known cluster,X720,South Eastern Sydney,18500,Woollahra (A)
2020-03-19,2030,Overseas,X720,South Eastern Sydney,18050,Waverley (A)
2020-03-19,2065,Overseas,X760,Northern Sydney,14700,Lane Cove (A)
2020-03-19,2111,Overseas,X760,Northern Sydney,14100,Hunters Hill (A)
2020-03-19,2026,Overseas,X720,South Eastern Sydney,18050,Waverley (A)
2020-03-19,2193,Locally acquired - contact of a confirmed case and/or in a known cluster,X700,Sydney,11570,Canterbury-Bankstown (A)
2020-03-19,2065,Overseas,X760,Northern Sydney,14700,Lane Cove (A)
2020-03-19,2343,Overseas,X800,Hunter New England,14920,Liverpool Plains (A)
2020-03-19,2193,Locally acquired - contact of a confirmed case and/or in a known cluster,X700,Sydney,11570,Canterbury-Bankstown (A)
2020-03-19,2500,Overseas,X730,Illawarra Shoalhaven,18450,Wollongong (C)
2020-03-19,2021,Overseas,X720,South Eastern Sydney,18500,Woollahra (A)
2020-03-19,2260,Locally acquired - contact of a confirmed case and/or in a known cluster,X770,Central Coast,11650,Central Coast (C) (NSW)
2020-03-19,2095,Overseas,X760,Northern Sydney,15990,Northern Beaches (A)
2020-03-19,2077,Locally acquired - contact of a confirmed case and/or in a known cluster,X760,Northern Sydney,14000,Hornsby (A)
2020-03-19,2025,Overseas,X720,South Eastern Sydney,18500,Woollahra (A)
2020-03-20,2089,Overseas,X760,Northern Sydney,15950,North Sydney (A)
2020-03-20,2088,Overseas,X760,Northern Sydney,15350,Mosman (A)
2020-03-20,2197,Overseas,X710,South Western Sydney,11570,Canterbury-Bankstown (A)
2020-03-20,2316,Overseas,X800,Hunter New England,16400,Port Stephens (A)
2020-03-20,2283,Overseas,X800,Hunter New England,14650,Lake Macquarie (C)
2020-03-20,5158,Overseas,,,,
2020-03-20,2026,Locally acquired - contact of a confirmed case and/or in a known cluster,X720,South Eastern Sydney,18050,Waverley (A)
2020-03-20,2026,Locally acquired - contact of a confirmed case and/or in a known cluster,X720,South Eastern Sydney,18050,Waverley (A)
2020-03-20,2026,Locally acquired - contact of a confirmed case and/or in a known cluster,X720,South Eastern Sydney,18050,Waverley (A)
2020-03-20,2026,Locally acquired - contact of a confirmed case and/or in a known cluster,X720,South Eastern Sydney,18050,Waverley (A)
2020-03-20,2197,Overseas,X710,South Western Sydney,11570,Canterbury-Bankstown (A)
2020-03-20,2026,Locally acquired - contact of a confirmed case and/or in a known cluster,X720,South Eastern Sydney,18050,Waverley (A)
2020-03-20,2068,Overseas,X760,Northern Sydney,18250,Willoughby (C)
2020-03-20,2170,Overseas,X710,South Western Sydney,14900,Liverpool (C)
2020-03-20,2261,Overseas,X770,Central Coast,11650,Central Coast (C) (NSW)
2020-03-20,2120,Locally acquired - source not identified,X760,Northern Sydney,14000,Hornsby (A)
2020-03-20,2095,Overseas,X760,Northern Sydney,15990,Northern Beaches (A)
2020-03-20,2320,Overseas,X800,Hunter New England,15050,Maitland (C)
2020-03-20,2298,Overseas,X800,Hunter New England,15900,Newcastle (C)
2020-03-20,2305,Locally acquired - contact of a confirmed case and/or in a known cluster,X800,Hunter New England,15900,Newcastle (C)
2020-03-20,2234,Overseas,X720,South Eastern Sydney,17150,Sutherland Shire (A)
2020-03-20,2113,Locally acquired - contact of a confirmed case and/or in a known cluster,X760,Northern Sydney,16700,Ryde (C)
2020-03-20,2800,Locally acquired - source not identified,X850,Western NSW,16150,Orange (C)
2020-03-20,2022,Overseas,X720,South Eastern Sydney,18050,Waverley (A)
2020-03-20,2264,Locally acquired - contact of a confirmed case and/or in a known cluster,X800,Hunter New England,14650,Lake Macquarie (C)
2020-03-20,2088,Overseas,X760,Northern Sydney,15350,Mosman (A)
2020-03-20,2102,Locally acquired - contact of a confirmed case and/or in a known cluster,X760,Northern Sydney,15990,Northern Beaches (A)
2020-03-20,2120,Overseas,X760,Northern Sydney,14000,Hornsby (A)
2020-03-20,2170,Locally acquired - source not identified,X710,South Western Sydney,14900,Liverpool (C)
2020-03-20,2250,Locally acquired - contact of a confirmed case and/or in a known cluster,X770,Central Coast,11650,Central Coast (C) (NSW)
